size,weight,type
2.1816887664956655,1.8773308895407526,$1
1.8802635470694518,1.983618422058716,$1
2.074342377483973,1.6540725240510146,$1
3.12405937108049,2.756259946328279,$2
3.499421472496648,3.3486447132323205,$2
1.5884548758642425,1.50355144669153,$1
2.3129616859052127,1.5871332260871174,$1
2.3295486961856704,2.7702506830498907,$2
2.872266326870289,1.9996525037444923,$2
2.5367334605532985,1.56733965659971,$1
2.8741905103429835,3.6045858614788386,$2
2.6086799732251986,1.6659576423155509,$1
2.417733858404044,2.4112487750628686,$2
2.38993824311117,2.3288376634261154,$2
1.6979200017154128,2.5425531071468868,$1
2.3340863565927106,3.2074059492501803,$2
2.4049399648106764,2.6041603041681705,$2
1.7812422658120097,2.341878425190571,$1
2.339838791783558,1.6463421348136176,$1
1.4939435532440426,2.417877066821439,$1
3.0098401761986526,2.3850038146297257,$2
3.0295292781288943,2.0238348731421283,$2
2.4563984379267376,3.100690003537163,$2
2.0787628620161147,1.5537095447505234,$1
1.7210279782439786,2.161537791753468,$1
2.493358587058622,3.364492333455206,$2
2.084668594082304,1.4279907616304999,$1
2.5518297137313706,2.0992355194088566,$2
2.259870605656844,1.8195641455367217,$1
2.0201204536748083,1.3251746504136974,$1
1.5239673815977306,2.8010920481837784,$1
2.676902167918027,2.8090649705498705,$2
2.2811216402582746,2.1298308524816845,$2
2.11750001171614,2.641676114789109,$2
2.223962247936587,1.7387560447161043,$1
2.6786931242106804,2.928031751304708,$2
1.4043539149121576,2.117354130993233,$1
2.6090298293466585,2.28044214226394,$2
1.4795342869153294,2.239990059969179,$1
2.3460167618968697,1.8944365200701807,$2
3.0699940090611877,2.5650732406836605,$2
1.8268927095893173,1.3688436311132224,$1
2.096586270658788,2.5559332247872737,$2
1.635091080621407,1.673844568501327,$1
2.4709150228095824,3.10093667599637,$2
2.029005969078983,2.3818991370287455,$1
2.645904295632655,2.204262067265721,$2
2.493657775481118,2.0122415915288983,$1
2.684541615158542,1.5946076490234118,$1
2.384225341317625,1.2606102281922282,$1
1.7861440388603156,2.1730635136813,$1
2.1921873744455977,1.5579046921214912,$1
2.0614199882652864,1.3831470464707551,$1
3.138183705625679,2.8522282807762056,$2
2.2320597925820964,2.7933127884657494,$2
1.8728141818818833,2.0639800314138315,$1
1.688615107473701,2.42120289371343,$1
3.3113424414873824,2.8182413526900882,$2
1.7879975134241122,1.4349204476065103,$1
1.564599414000959,2.010685099089309,$1
2.171529817567718,1.6075668057485848,$1
2.1248830056430537,1.841270517872241,$2
2.073968140836193,2.6999533329313428,$1
2.631133846019252,1.5489128978669342,$1
2.929046448988987,3.092367686052407,$2
1.8199577522159538,1.154085029529669,$1
1.8023959752239693,2.5037485308527243,$1
2.5063254974905647,1.8683866476920785,$1
3.3959018561637535,2.4569805937605005,$2
2.05616507196381,2.4057890222293876,$1
2.042910128952038,2.4931638061556285,$2
2.4355295148291334,1.7925067066286737,$1
2.131617430502697,1.393132931932295,$1
2.704951292801269,2.6496889780083377,$2
2.620488949632007,2.570274069529561,$2
1.6847523311129087,2.565025224282038,$1
1.597315644144307,1.5459907738747958,$1
2.52773050181844,2.269460063033092,$1
1.7615832820397392,1.5368841250687437,$1
1.8401889209536315,2.1674934175013116,$1
2.0233243947015622,1.523633214326795,$1
2.4682062891465217,1.2830153567475189,$1
2.2785729274829993,2.8296516109021788,$1
2.7202431374405456,2.715192062461982,$2
3.5639259226474462,3.00817098470875,$2
1.9239896128631062,1.8901826346952133,$1
2.0477729369462705,2.9648892023576057,$2
2.8587171183545177,2.6467864735239854,$2
2.5829327035395577,2.0118087080887124,$1
2.331686576997897,1.1712797041896728,$1
3.5198057341708244,3.167514305185699,$2
1.6745126622900264,1.9976446118943314,$1
1.4914097964176265,1.668992728584775,$1
1.3032729521707342,2.3080950795153288,$1
2.81596236353976,2.73597313206929,$2
2.916366694692596,3.283329705398388,$2
2.3468918266090277,1.5256735681555245,$1
2.870233458790512,2.1362653205252813,$2
2.5123900950216815,1.4659722255713936,$1
2.3238591999747102,2.00714987936772,$1
1.4938893014074828,2.447145167204959,$1
1.9018941726845806,1.7291023393406735,$1
1.20454670335301,2.415782626414239,$1
2.85183495758482,3.304000490075482,$2
1.6925185271398457,1.9954213709452795,$1
2.446065833558518,2.674011456846701,$1
1.5556667467379892,1.8290272309468558,$1
2.1366370191624195,1.4363004310970007,$1
2.958211179412312,3.0389750724518527,$2
2.7736855565062357,2.671931456970885,$2
2.0811073608704422,2.011892963712153,$1
2.9237856937349793,3.248473579617733,$2
3.0251330268131325,2.4331792549967157,$2
3.186213769046131,2.7156734714039144,$2
1.8850876443834963,2.737892412618069,$1
3.124306969144116,3.040572118552567,$2
2.502623155240671,2.2676162354478757,$1
1.2402622149898401,2.194498570296811,$1
2.202322458473648,2.154474876432201,$1
3.3637752125364297,2.7558258120843515,$2
1.6543816262564248,2.6653203731852004,$1
2.183118155938406,2.6422271167991362,$2
3.3006501657133427,2.709725970112383,$2
2.629069484265006,2.601483092839283,$2
1.5900551028385002,2.1859018674500286,$1
1.9791910040530425,2.3425356493767344,$1
3.033901785551776,2.9124587666186965,$2
2.2250305580265306,1.3403248184326733,$1
1.8940879454511095,2.4318198983671904,$1
2.1241547196983204,1.57364168871298,$1
2.4695574414479693,2.910109905067837,$2
1.4630655850215613,2.4260040186045173,$1
2.5020862865455284,3.223256720239572,$2
1.4010402787342513,1.5944034789921235,$1
3.3106159816286675,2.918842715714254,$2
2.369469663245299,2.223508255638613,$1
1.6226466358499059,1.8222591460481763,$1
2.1860206106540714,2.112229963154273,$1
2.650649676014285,3.1256251499217367,$2
1.7649663515385827,1.8102948381692996,$1
1.6929893149498276,1.7306562415955107,$1
2.6518814116889375,2.480059998492161,$2
1.4497416614527825,2.033283761613154,$1
2.6917817094761887,1.9132671842024906,$1
3.3058389992597412,3.6432007670065647,$2
1.4545118983178762,1.9421287445485436,$1
2.471281052777562,2.7244548308901018,$2
2.8389790994016098,2.889127624809916,$2
2.623616692099884,1.3690807631505153,$1
2.18859960595882,2.3522989650207684,$1
1.448843364945428,2.7538574868843213,$1
2.3963390254816708,1.902331790465016,$1
2.0916070158010314,2.743077945692259,$1
1.763147781193809,2.6987752459013215,$1
2.014961861795351,1.8242101553870593,$1
1.708615931078018,2.3173587838347496,$1
2.741978915228287,3.3049198836460034,$2
2.2137534613722654,3.209338128751286,$2
2.7272474280942562,2.799798539972543,$2
3.3349556498006274,3.1242538621586045,$2
2.591753731812294,2.051276286789431,$1
2.9396931932976367,2.201510693691553,$2
3.2825519702338566,2.689636146993186,$2
1.348637357754201,2.4335291692843763,$1
2.1470321497792444,1.4883437141870004,$1
2.2301904474443757,2.2422440860803237,$1
2.4241335914683573,2.6051285471515992,$2
1.7304926530880549,1.8353451124465137,$1
2.395497691898333,2.066359731929457,$1
2.339693858292736,2.4795424939401167,$2
1.79929488942412,2.5858768908563388,$1
3.070551978566888,3.1697179130649777,$2
2.560395392738047,2.670880143463629,$2
1.9251570726325873,2.523867098978579,$1
2.6234822559926805,2.3198442126397625,$2
2.106387867422966,2.688250477407971,$1
2.0201890668376308,1.4233033405959372,$1
2.561653161947892,3.0149913009625626,$2
2.4488262928584934,2.1477627137952715,$2
2.6526529286258715,1.6520965118026087,$1
1.5522606734268418,1.8755650706353832,$1
2.7579709764829063,1.6142222319605892,$1
1.42066569369663,1.3510323840603577,$1
1.6430480271584813,1.6483463760696615,$1
2.933882673798034,2.8031429942846566,$2
1.52745786784092,1.5331939712247855,$1
1.2853896675970278,2.6838446794250945,$1
1.105534456580508,1.910930111757152,$1
2.1366722787208703,1.5409082640100125,$1
2.3572804973431682,1.499290610495564,$1
3.090730834194193,2.775778156559693,$2
3.0037384135543546,2.087717945281761,$2
2.094448186577954,2.1998064417746965,$2
2.6441138453609714,2.251312580675399,$1
1.1535660789813174,1.8998039598617877,$1
1.6260532958300555,1.7158334198109226,$1
1.9797862913851028,2.069231327991198,$1
1.9150798422019144,1.5971621524754853,$1
2.3789825632246897,2.0632645657510174,$1
3.4175014661893277,2.946308955862368,$2
1.457465354876708,2.516182897794035,$1
2.02289010776338,2.905259397011626,$2
1.7292442631558624,2.6881030382247886,$1
2.818466836835216,2.7102196218407615,$2
2.5922820835593208,2.57849792487846,$2
1.9605585416926996,2.445181836007425,$1
2.5705232960727,3.2734113116487693,$2
1.0650422632627676,2.007204003202403,$1
2.3833237668872687,1.9438935816526404,$2
2.283159620943551,1.564997476194826,$1
2.057950087325051,1.5069729736918436,$1
2.2925840441801917,1.5333750718811034,$1
2.5996790426857275,1.9645970260395496,$1
1.8953732421478642,2.8447469907912093,$1
1.6600353363156717,1.5314761819594447,$1
3.067488096668578,3.396539223687168,$2
2.2318194581677595,2.379489569351093,$1
2.8438177084397442,3.6103912723358524,$2
2.6754387463821194,1.9526622763530488,$1
1.9126446647793172,2.964170512610731,$1
1.6103309358009166,2.1298887401202995,$1
2.798655448461224,2.503597451848454,$2
2.464685846593897,2.8655464890327655,$2
2.7666041769253367,2.6858605599890506,$2
1.6230688576483643,1.8477357119960858,$1
2.0037671214078667,1.4799905451649231,$1
2.2068601780543373,1.3472212859121957,$1
1.9162708699155317,2.5031833543598534,$1
1.830705628979259,2.2385042713946834,$1
2.8043009780355943,2.993414523651541,$2
2.978818077680253,3.032830270953805,$2
2.6009611591720216,2.1388531102795163,$1
2.839786160230715,3.344599867474752,$2
1.61364067802521,1.8391953839394215,$1
1.5040931457311224,2.032915661312875,$1
2.2347699410071575,2.0756006446053243,$1
1.4377614129937044,2.2821229818120727,$1
1.528143781142829,1.8173894970031979,$1
1.2324181148474889,2.3338478047896425,$1
2.2434029741115435,2.469949245889814,$2
2.0773228907834893,1.390489558865623,$1
1.408728189753875,1.7157987695565613,$1
1.7348606615058515,2.589418183375077,$1
2.419320976446807,2.064826913344193,$1
1.3957320420577857,2.0999776552967333,$1
3.0088435031095284,2.7116603399300763,$2
2.8900143198219608,3.416714054112868,$2
3.4207615892614864,3.2218844943829614,$2
2.5167269974072957,2.4053829030208176,$1
2.232361217703912,1.5009234033432062,$1
1.29225491058654,2.1900177705966986,$1
3.69894729472883,3.066076259999133,$2
1.6894736427321233,2.4604318139459402,$1
2.5686401872052245,1.8736801527966307,$1
2.2643698467775133,1.6848306157489257,$1
2.9196902805848337,2.7029376123531557,$2
1.9790322000001936,1.2923494695388116,$1
1.9626320712712808,2.243597747577523,$2
2.3776745009385083,1.5422214354292252,$1
1.833811696748583,2.424690475796748,$1
2.4511111865035318,1.8398665707691741,$1
1.7642810091910655,1.506866962237865,$1
3.2725967560220717,3.116711573179727,$2
2.905278104607838,2.510460095491603,$2
2.5852068772874173,2.5644811073510434,$2
2.794349437031458,2.0994266900109904,$1
1.7617156669999678,2.389949614717376,$1
1.3563058942684858,2.375820486544953,$1
1.892318723235632,2.3519140386882684,$1
2.176843347516253,2.1094015747973485,$1
2.541769551302182,2.544502579261473,$2
2.5334931090601165,1.9400059218324928,$1
1.9894876892348723,2.2087976314768953,$2
1.2268070817175558,1.7484749543378308,$1
2.27243039835783,1.724359769993845,$1
2.2999784207058296,2.8786332960544527,$2
3.3725702462932228,3.237757935892398,$2
1.9727736511326532,2.4976697633099008,$1
1.350168029406088,2.046258751101294,$1
2.202757175219414,1.5841514357873243,$1
2.175917171082041,1.7125296830967396,$2
2.0664792795395845,1.2968645367891796,$1
2.1898935378115034,2.263707296228059,$1
2.012353448998109,2.5900840691957994,$2
2.426842594651423,2.138788629406511,$1
1.6707909970238222,2.3202155789576118,$1
1.9576527384661024,2.6114030329497426,$1
1.4888716084339448,2.543182637447279,$1
2.6656674131786007,3.6074748463906547,$2
2.2784215195982793,2.602532014128643,$2
2.0099769195145765,1.6421221235308625,$1
1.7892048901172408,2.3009308909411095,$1
2.0438788006368624,1.7606673563766728,$1
2.0274132202862094,1.2745222919466004,$1
2.538348567941057,2.3412428121428897,$2
1.4676056697480933,2.496409934191216,$1
2.058557613680121,1.4530629552673224,$1
1.5503507585727583,2.4986048186003993,$1
3.2414198431156827,3.2899496975063225,$2
2.3256621557873016,1.8011143720099276,$1
2.883352588946677,2.698493078316017,$2
2.1656998075026967,1.5551260955983215,$1
1.6111334225944751,1.4531273722822624,$1
1.9004743543895242,1.117275940715875,$1
1.571988956970718,1.7470833681484788,$1
2.44970851390962,1.5255510254101723,$1
2.688041949272314,2.115111291279852,$2
2.732005886432549,2.8113968781120855,$2
2.946509201294838,2.556115288107449,$2
2.9851650638091707,2.4175926562367445,$2
1.9358226647827215,2.6117472274281806,$1
2.0324010148040363,1.5997333909736433,$1
1.4573434065127178,1.954940317249917,$1
2.3190338744514727,2.500022499353932,$1
2.013067838311894,1.8387902776831466,$1
2.3537095322461523,2.6542265275067667,$2
1.7484988001271207,2.5115049711363935,$1
2.793570307752079,3.1065572074908685,$2
3.427520400267915,3.118605527626701,$2
2.2033660211220605,1.688627368229546,$1
1.8836386931502658,1.5130410699534758,$1
1.8902702774023272,2.2570176848988934,$1
2.670085005621934,1.6816941723420709,$1
2.1032538705091177,2.310051696522768,$2
2.938951990951484,3.1936990462173362,$2
1.7074916600947854,1.9002858239093778,$1
2.358666849839932,1.9328051739260532,$2
3.1667302409898337,3.2455255111647197,$2
2.6793223139517397,1.6664637124799309,$1
2.3249513658778884,2.911870695284642,$2
2.562281671835872,2.0522697076631315,$1
1.7892500005032952,2.007592377845583,$1
1.8880801656330348,2.005254845209974,$2
1.6523061686612706,1.857212510125491,$1
1.5407149251323693,2.4032266826456183,$1
2.0584987722851533,3.0992881541140607,$2
2.2175055993431214,2.5852353116406257,$2
2.1976903580366036,2.950939938253865,$1
1.9664082989781262,1.7073329239148627,$1
2.27321562404755,1.9205458150459354,$1
3.309877801705192,2.4666010475849696,$2
2.0868750393889544,2.152967826216381,$1
1.738462712165545,2.156120135797183,$1
2.1421162907901214,1.8913697419934061,$2
2.6745510956206497,2.2088637040089387,$1
2.5099760098419144,2.6307331409975165,$2
2.9576123769105536,2.986645526877667,$2
2.0968393083051886,2.7002687640530008,$1
3.5808571215237373,2.7079606059316683,$2
2.7502755223111954,2.6372535151058187,$2
2.4579648827637204,1.8019071683469878,$1
2.5133166153336397,1.7427560384277452,$1
2.960416274641311,2.6737510839070247,$2
1.5056672587570297,2.087375268834583,$1
2.364109022884504,2.4073199543618506,$1
2.1028128689090164,2.464482383389389,$1
2.413095856381773,2.4571855039261647,$2
1.7038274598845915,1.966211997063133,$1
1.5588876587255285,1.346210589620952,$1
1.8129633669982037,1.258028305732013,$1
1.8084761164256768,1.5270531411416366,$1
1.823113918114574,2.0579605751812577,$1
2.4652032839319404,1.8786258663189193,$1
3.2818842905987866,2.831881267470413,$2
2.4232822850111457,3.37042445336061,$2
1.5129756447292975,2.0807053864720215,$1
2.7321642900111143,2.3144572532619136,$2
3.367362898811904,3.3414496499562873,$2
1.7904340064780488,1.6936127517919253,$1
2.0963238114619234,1.8969579558011096,$1
2.6564639407753363,2.3780088528882573,$2
2.5807273472125205,2.0404502713348127,$2
2.2312527976367647,2.326023406150238,$1
2.3892874390788554,2.9108825520777373,$2
2.170596308207735,2.665391551469182,$2
2.1090080864216088,2.201355614247964,$1
2.508823167567682,1.7993307317309726,$2
1.7189417609751845,1.9896976522781895,$1
1.526615394162092,2.036314124704571,$1
2.2087100578938914,1.6064102891882681,$1
2.377149205023562,1.5814861688690685,$1
2.6574909657938814,3.0531734965129296,$2
2.5243970990538833,1.863389348185941,$1
2.4061493720804803,3.2936318963863798,$2
2.3123680423248363,1.7652886072856278,$1
3.345938203975598,2.739405095396179,$2
2.0592480915029343,2.190221419609739,$1
2.2101843815369673,1.464890245417464,$1
3.4299002091639172,2.7441392777176263,$2
2.160210323086077,2.3021699847999866,$1
2.3900903676947447,2.2667990329718424,$1
1.8483527679314193,1.3105619191629059,$1
2.1619682506861992,2.2076872435594663,$1
2.773513788940354,1.9689697015904506,$1
2.270071021192719,2.3731933357737454,$1
1.647378813905307,2.48377577240399,$1
2.831057321179502,2.7459845504809954,$2
2.523149885870156,1.1846431043192562,$1
1.5417618121175758,2.238509377730039,$1
2.314572330544368,1.076593204251901,$1
1.7436836068493689,1.4305595708196106,$1
3.085822026940411,3.1881091122353675,$2
1.515297692013916,2.3772277858221322,$1
1.9717066855572851,1.5480466085605094,$1
2.1772715304965704,1.166041211995652,$1
1.7904344944770711,1.8342358189713437,$1
2.118192998867187,1.61545808558763,$1
1.8936072867064857,1.7023920008876614,$1
1.9952068822769509,2.2702287069971527,$1
1.8210139299400552,2.03039066760628,$1
2.0840398423541693,1.5925154535991803,$1
1.545489038149267,2.5948661905643844,$1
2.454981391971284,1.6162818238634369,$1
3.280380247249153,2.3501628827791423,$2
2.547914843787189,2.7108928769871996,$2
2.49381639667279,2.0473131468538597,$1
2.7754368065020363,2.8056276403484226,$2
3.2127402455110223,3.497505354117213,$2
1.8105876404092414,1.3948857027869765,$1
2.0569468544645018,2.197038176046698,$2
1.5165720266799732,2.2939102998607996,$1
3.459492380393654,2.619217867420194,$2
2.8127627380566835,2.4634574596463055,$2
3.1520247506136223,3.4648193884472986,$2
2.0034035831256283,1.970316347586829,$2
2.193938189659226,1.6189024026532228,$1
1.4612324124702936,2.5944353870582972,$1
1.9878774937866472,2.7733781325109486,$1
2.314338699056581,1.8523158332995526,$1
3.0600662616175955,3.023028344128049,$2
2.094356586473812,1.3933065537134637,$1
2.081633648140281,2.3203026854124897,$1
3.366733426834326,3.3105393540118078,$2
3.4657193800064547,2.881384111706783,$2
2.3599700547789473,2.0432865845168537,$1
1.5003119752222294,2.424369257177794,$1
2.7745211358433695,2.371084474160198,$2
2.3803688799098732,2.3119751639434796,$1
1.885544973201304,1.6369763251086633,$1
1.8496082830714577,2.5574756851803917,$1
1.9324017672756666,2.078657696754227,$1
3.0354842490020992,3.4399893679843485,$2
2.093091404684783,2.0466559244127502,$1
2.556230007437396,1.8665292848768766,$1
1.5162479310817878,1.806999102142276,$1
1.6745737359448132,1.9348331118368611,$1
1.131910981217582,1.9770551387647728,$1
2.7928945710377473,3.144805731837892,$2
3.3642354451657663,2.967631934505446,$2
1.898986818406928,1.9791267593521267,$1
2.112353600589149,2.716003364584827,$1
2.288076877645615,1.6335852334046042,$1
2.115227931957573,2.7709114687696976,$1
1.2825529037389138,2.4401099112665547,$1
2.625960110597351,2.4507801253639716,$2
2.2708599802949836,2.22559271510356,$2
1.8438896005718275,1.267892066379438,$1
2.5049916793301144,1.268032526531857,$1
2.3378934246791037,2.4271897294822264,$1
2.163047103144886,1.6356599971212782,$1
2.3195430756969317,2.369610295162119,$2
3.0970711635422896,2.72852806652929,$2
2.39245556180217,2.4717988991303583,$2
3.24536837608574,3.014872167934638,$2
1.3725663776852592,1.8822173749142057,$1
1.56856638957247,1.6863769180865062,$1
2.9501342087899154,3.0239907083848427,$2
2.4042770014468307,2.2391855193715027,$2
1.8546747073032965,2.2866767120526,$1
1.564231060273359,2.1703200031225487,$1
2.3209668918610458,1.42502423312577,$1
1.4338176210413867,2.3043936536021112,$1
2.1949851357115433,2.950326636652875,$2
2.150575638788994,2.3816599421541564,$1
2.4573004204588464,2.446226079902274,$2
2.1450580906223804,1.6208234594562632,$1
3.243314678178326,3.1876800536789576,$2
2.0562652436574624,1.63447937351207,$1
2.7093728122540863,1.825707167501479,$1
2.6275144075615975,2.8693014691316066,$2
1.4270703825960984,2.4124939408995614,$1
2.8506754526302656,2.177540352579949,$1
1.8515879623591336,2.6354015375952766,$1
2.49693182929117,1.659156999346174,$1
1.753968799089699,1.8030352031426644,$1
2.359233627380337,1.897613369699399,$2
2.0711010837286317,2.7344057028654047,$2
2.444907895458368,2.0201415044720674,$2
3.547688701702043,2.9148821155423965,$2
1.8722068392924096,1.2837171617738685,$1
1.838920888386787,1.439774151274521,$1
1.836327971874856,1.3588506982190451,$1
1.4032253790105298,2.399397810847941,$1
2.104575262845385,1.36821192408754,$1
2.4672980007570655,2.169937867616282,$1
1.418804959227874,1.8834017447782525,$1
1.7808641901446343,2.4484929151719004,$2
1.6043355096786127,1.6095767448342402,$1
2.5434493759772936,2.9772114369806335,$2
3.25398242472704,3.5524315921406435,$2
2.228315063687556,2.5236204744885415,$1
1.4588009356430354,2.4599922101804683,$1
2.9355839954581575,2.051421803544067,$1
1.9492705494358442,1.5904930639357895,$1
2.2010784181366594,1.9963073382879837,$1
2.4101149568852067,2.8768388670347402,$2
2.4648170734092,1.892588326616731,$1
2.7349813472534024,2.511816845962077,$2
1.8936183051460154,2.368736740213336,$1
1.505769155918829,1.9368790049123596,$1
2.8016685957807175,3.1381618449144435,$2
3.001902098740624,2.9470998422183694,$2
3.22349654281495,3.1175035312071477,$2
3.2350881986753643,2.3657961843114403,$2
2.253314132779934,2.128742818424959,$2
2.6176120567502004,2.798684001967333,$2
2.2647183255424688,1.7994458046611916,$1
2.258336707647878,2.522639766345293,$1
2.5032048384022154,1.4773782623079112,$1
2.6943170612161085,2.894564662065975,$2
1.1527894523533821,2.1150601902626476,$1
2.752496359148713,2.5765139095761116,$2
1.6831660352537492,1.8705433989550602,$1
2.529660506499005,3.1460660619430723,$2
2.7733095419925347,2.698356125404575,$2
2.5832857244333507,1.533230140602454,$1
2.7584693404753713,3.177200642333342,$2
1.6152174438095313,2.4210211125465775,$1
3.681766989353691,3.1169664934422228,$2
2.2361912550384333,1.9774290914974957,$1
1.4993183952936795,2.397844666033766,$1
2.319484616419584,1.5324588422136443,$1
2.227527569896454,2.5710968266648084,$2
1.9869487972021127,1.3735851683768563,$1
2.311306172918476,1.1693983209131809,$1
1.8555800850373239,1.583784214448788,$1
1.9396109510556103,2.6846981170311714,$1
3.0674697810533766,3.510599110122312,$2
1.7102101000938774,1.8068619224957783,$1
3.1366074740392644,2.3696572208043065,$2
2.138753896544785,2.291252913939683,$1
1.8618370449046073,2.261401716766408,$1
2.2176011667579987,2.33769277284782,$2
2.1118537594978006,2.188627159915834,$2
1.9642915315694132,1.9957972686247383,$2
2.4514996520732923,1.9676854422422185,$1
2.5644710763263703,1.601616013346755,$1
1.5160277214583617,2.4884493532340746,$1
2.024197142748437,1.820561789153553,$1
1.2659566517824572,2.21018385920844,$1
2.243879877015067,2.0609773931714184,$1
1.6375892515297608,1.8179891002459991,$1
1.0977229096237429,2.139861806363802,$1
2.9440737961356147,3.3372389876054385,$2
2.0320680711852335,2.0563167228677037,$1
2.366250255710516,1.8148577606165694,$1
2.445870591272794,1.4240127089827137,$1
3.3523407055679577,3.4737038031840086,$2
2.9939143218952067,3.3256809887825844,$2
1.7481230023456429,1.8030709696491032,$1
2.6707735730769078,3.205353440296773,$2
3.38140448477351,2.9091597494037478,$2
2.617992689628924,1.8845082456477036,$1
1.8675218602467825,2.6041269113108214,$1
2.454160858836567,2.1914619238443747,$1
2.486393310691514,1.5984018419554347,$1
2.334188349602976,2.562862477870511,$1
2.64771437344665,2.943642144485883,$2
2.8717705611473665,2.3964360842889576,$2
2.263196460782062,2.0537320893222475,$1
2.4151165977693667,1.510881148460721,$1
1.9910922089058447,2.3982429833433585,$2
2.096189594293442,2.613915518294194,$1
1.9526601294685186,1.1725690049824378,$1
2.570590929553247,3.098368660928231,$2
2.8985260301274796,2.263714842682256,$1
3.2265268348527485,2.227682592724621,$2
2.2352394218491636,2.5409602962524023,$2
1.5003241711686588,2.1048412761389814,$1
1.664556611928557,2.186569791107904,$1
2.0178490593633414,1.9839997094911244,$1
1.7345200367920277,1.2718472324725982,$1
2.2954187314263583,1.662204232964637,$1
2.1142456642841645,2.9664444417792444,$2
1.4556146996735664,2.5332467597060857,$1
2.8125283725225705,3.613555989121,$2
1.4491000087137607,1.7589368933707938,$1
1.943446787704739,2.0904839047976687,$1
2.240359787760969,1.5231894393918155,$1
2.7456443619009896,1.9431619271033895,$2
2.0513192484446496,2.642105409691263,$1
1.8745433819741908,1.8889076056410292,$1
1.4419346092505336,2.1603801284952127,$1
1.4863512318635463,2.0787929661207896,$1
2.752600571467018,2.137966298112267,$2
3.2964798212092727,3.2781654624641456,$2
2.7124730118084295,1.6048690646511865,$1
2.791358655365549,3.303601153390512,$2
2.5506043979771786,2.325024438596335,$2
2.8397369482805965,2.4082584442336454,$2
1.5226465005907552,2.158228240873201,$1
2.744884117647224,3.607939221800147,$2
1.643708884371592,2.057683385482243,$1
1.9141434664088952,2.3494626233462643,$2
2.1944856484082074,2.3197050853630086,$2
2.2729800234658324,1.6052468333049297,$1
1.7300917704798102,2.065500283368613,$1
2.2658706126200467,2.5801576715880667,$2
1.8382373734500623,2.5437745574314006,$2
2.085351353300865,1.857534854095052,$2
1.7382508371257632,1.5437733187727587,$1
1.8583858918654095,2.43982908797441,$1
2.3708284212679667,2.1687033527711277,$2
1.855955733670932,2.5012091226749913,$2
2.7255289058832566,1.9116543885500326,$2
1.7256630581404342,1.7636745957130329,$1
2.4451036507354598,2.9322803958447965,$2
2.092979847997498,2.0096653116920296,$1
2.737460348222002,3.577109263299094,$2
3.1041811259859378,3.08566798061634,$2
2.1990929788705382,1.3926653523587662,$1
1.799196786678079,2.1999140565943307,$1
1.932860087247923,2.4278421399314642,$2
2.4382741658746543,1.7523053253909526,$1
2.003567829636702,2.671959054470181,$2
2.4911090172606953,2.372216638102851,$2
1.8376948024765405,1.3077682031571458,$1
2.135979818678746,1.6356115261079751,$1
2.9220045621653954,2.7232215264848847,$2
2.405446232649325,1.9729025850674653,$1
1.770039027707172,1.373679777140423,$1
1.1520769524136176,1.7578720662187441,$1
3.2366660437475323,3.4475605021745324,$2
1.4169804384503537,2.5191615087696597,$1
1.5811842948152444,2.667301806200074,$1
2.2985810929513817,2.396470742885446,$2
3.04637127391978,2.682393524392739,$2
1.855137989325052,1.8285764763881984,$1
1.8333141472424908,2.8174994015300814,$2
